"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"2003"	"2003"	"14 years"	"14"	4	1677877	Unreliable
	"2003"	"2003"	"15 years"	"15"	11	1667690	Unreliable
	"2003"	"2003"	"16 years"	"16"	32	1664392	1.923
	"2003"	"2003"	"17 years"	"17"	54	1682065	3.210
	"2003"	"2003"	"18 years"	"18"	103	1704494	6.043
	"2003"	"2003"	"19 years"	"19"	144	1670158	8.622
	"2003"	"2003"	"20 years"	"20"	192	1688164	11.373
	"2003"	"2003"	"21 years"	"21"	185	1681116	11.005
	"2003"	"2003"	"22 years"	"22"	237	1669801	14.193
	"2003"	"2003"	"23 years"	"23"	199	1654360	12.029
	"2003"	"2003"	"24 years"	"24"	231	1577992	14.639
	"2003"	"2003"	"25 years"	"25"	207	1542355	13.421
	"2003"	"2003"	"26 years"	"26"	191	1509570	12.653
	"2003"	"2003"	"27 years"	"27"	205	1473054	13.917
	"2003"	"2003"	"28 years"	"28"	199	1519318	13.098
	"2003"	"2003"	"29 years"	"29"	196	1467941	13.352
	"2003"	"2003"	"30 years"	"30"	185	1517522	12.191
	"2003"	"2003"	"31 years"	"31"	260	1588745	16.365
	"2003"	"2003"	"32 years"	"32"	223	1706204	13.070
	"2003"	"2003"	"33 years"	"33"	244	1757274	13.885
	"2003"	"2003"	"34 years"	"34"	244	1663737	14.666
	"2003"	"2003"	"35 years"	"35"	248	1633286	15.184
	"2003"	"2003"	"36 years"	"36"	282	1640106	17.194
	"2003"	"2003"	"37 years"	"37"	298	1681365	17.724
	"2003"	"2003"	"38 years"	"38"	304	1806639	16.827
	"2003"	"2003"	"39 years"	"39"	339	1842781	18.396
	"2003"	"2003"	"40 years"	"40"	341	1835730	18.576
	"2003"	"2003"	"41 years"	"41"	380	1861785	20.411
	"2003"	"2003"	"42 years"	"42"	394	1884970	20.902
	"2003"	"2003"	"43 years"	"43"	427	1920942	22.229
	"2003"	"2003"	"44 years"	"44"	400	1839703	21.743
	"2003"	"2003"	"45 years"	"45"	371	1843801	20.121
	"2003"	"2003"	"46 years"	"46"	388	1828329	21.222
	"2003"	"2003"	"47 years"	"47"	368	1761003	20.897
	"2003"	"2003"	"48 years"	"48"	337	1773347	19.004
	"2003"	"2003"	"49 years"	"49"	305	1700448	17.936
	"2003"	"2003"	"50 years"	"50"	255	1643594	15.515
	"2003"	"2003"	"51 years"	"51"	228	1604311	14.212
	"2003"	"2003"	"52 years"	"52"	201	1553573	12.938
	"2003"	"2003"	"53 years"	"53"	188	1550298	12.127
	"2003"	"2003"	"54 years"	"54"	153	1504418	10.170
	"2003"	"2003"	"55 years"	"55"	121	1497061	8.083
	"2003"	"2003"	"56 years"	"56"	114	1600881	7.121
	"2003"	"2003"	"57 years"	"57"	75	1172959	6.394
	"2003"	"2003"	"58 years"	"58"	54	1169184	4.619
	"2003"	"2003"	"59 years"	"59"	43	1152562	3.731
	"2003"	"2003"	"60 years"	"60"	50	1191515	4.196
	"2003"	"2003"	"61 years"	"61"	36	1048688	3.433
	"2003"	"2003"	"62 years"	"62"	26	965111	2.694
	"2003"	"2003"	"63 years"	"63"	33	932264	3.540
	"2003"	"2003"	"64 years"	"64"	25	889650	2.810
	"2003"	"2003"	"65 years"	"65"	18	866641	Unreliable
	"2003"	"2003"	"66 years"	"66"	11	810836	Unreliable
	"2003"	"2003"	"67 years"	"67"	19	791143	Unreliable
	"2003"	"2003"	"68 years"	"68"	11	784793	Unreliable
	"2003"	"2003"	"69 years"	"69"	14	714383	Unreliable
	"2003"	"2003"	"70 years"	"70"	9	706975	Unreliable
	"2003"	"2003"	"71 years"	"71"	9	700929	Unreliable
	"2003"	"2003"	"72 years"	"72"	13	689256	Unreliable
	"2003"	"2003"	"73 years"	"73"	9	685671	Unreliable
	"2003"	"2003"	"74 years"	"74"	7	642176	Unreliable
	"2003"	"2003"	"75 years"	"75"	11	625135	Unreliable
	"2003"	"2003"	"76 years"	"76"	6	598694	Unreliable
	"2003"	"2003"	"77 years"	"77"	11	558170	Unreliable
	"2003"	"2003"	"78 years"	"78"	7	535363	Unreliable
	"2003"	"2003"	"79 years"	"79"	11	494814	Unreliable
	"2003"	"2003"	"80 years"	"80"	9	451265	Unreliable
	"2003"	"2003"	"81 years"	"81"	11	420883	Unreliable
	"2003"	"2003"	"82 years"	"82"	7	380506	Unreliable
	"2003"	"2003"	"83 years"	"83"	8	332603	Unreliable
	"2003"	"2003"	"84 years"	"84"	16	275671	Unreliable
	"2003"	"2003"	"85 years"	"85"	2	Not Applicable	Not Applicable
	"2003"	"2003"	"86 years"	"86"	5	Not Applicable	Not Applicable
	"2003"	"2003"	"87 years"	"87"	7	Not Applicable	Not Applicable
	"2003"	"2003"	"88 years"	"88"	3	Not Applicable	Not Applicable
	"2003"	"2003"	"89 years"	"89"	1	Not Applicable	Not Applicable
	"2003"	"2003"	"90 years"	"90"	3	Not Applicable	Not Applicable
	"2003"	"2003"	"91 years"	"91"	2	Not Applicable	Not Applicable
	"2003"	"2003"	"92 years"	"92"	4	Not Applicable	Not Applicable
	"2003"	"2003"	"93 years"	"93"	1	Not Applicable	Not Applicable
	"2003"	"2003"	"94 years"	"94"	3	Not Applicable	Not Applicable
	"2003"	"2003"	"95 years"	"95"	0	Not Applicable	Not Applicable
	"2003"	"2003"	"96 years"	"96"	0	Not Applicable	Not Applicable
	"2003"	"2003"	"97 years"	"97"	0	Not Applicable	Not Applicable
	"2003"	"2003"	"98 years"	"98"	0	Not Applicable	Not Applicable
	"2003"	"2003"	"99 years"	"99"	0	Not Applicable	Not Applicable
	"2003"	"2003"	"100+ years"	"100"	1	Not Applicable	Not Applicable
	"2003"	"2003"	"Not Stated"	"NS"	3	Not Applicable	Not Applicable
	"2004"	"2004"	"< 1 year"	"0"	2	1592317	Unreliable
	"2004"	"2004"	"1 year"	"1"	2	1570048	Unreliable
	"2004"	"2004"	"2 years"	"2"	3	1560606	Unreliable
	"2004"	"2004"	"3 years"	"3"	0	1585338	Unreliable
	"2004"	"2004"	"4 years"	"4"	0	1540717	Unreliable
	"2004"	"2004"	"5 years"	"5"	0	1521764	Unreliable
	"2004"	"2004"	"6 years"	"6"	1	1514478	Unreliable
	"2004"	"2004"	"7 years"	"7"	0	1524178	Unreliable
	"2004"	"2004"	"8 years"	"8"	0	1561872	Unreliable
	"2004"	"2004"	"9 years"	"9"	1	1592610	Unreliable
	"2004"	"2004"	"10 years"	"10"	1	1635350	Unreliable
	"2004"	"2004"	"11 years"	"11"	0	1659295	Unreliable
	"2004"	"2004"	"12 years"	"12"	3	1693785	Unreliable
	"2004"	"2004"	"13 years"	"13"	3	1719723	Unreliable
	"2004"	"2004"	"14 years"	"14"	6	1746916	Unreliable
	"2004"	"2004"	"15 years"	"15"	23	1693321	1.358
	"2004"	"2004"	"16 years"	"16"	30	1683938	1.782
	"2004"	"2004"	"17 years"	"17"	64	1676203	3.818
	"2004"	"2004"	"18 years"	"18"	128	1698489	7.536
	"2004"	"2004"	"19 years"	"19"	187	1714261	10.908
	"2004"	"2004"	"20 years"	"20"	167	1671092	9.993
	"2004"	"2004"	"21 years"	"21"	220	1692567	12.998
	"2004"	"2004"	"22 years"	"22"	239	1680653	14.221
	"2004"	"2004"	"23 years"	"23"	260	1671567	15.554
	"2004"	"2004"	"24 years"	"24"	254	1655823	15.340
	"2004"	"2004"	"25 years"	"25"	252	1585079	15.898
	"2004"	"2004"	"26 years"	"26"	244	1532661	15.920
	"2004"	"2004"	"27 years"	"27"	249	1514074	16.446
	"2004"	"2004"	"28 years"	"28"	212	1475635	14.367
	"2004"	"2004"	"29 years"	"29"	213	1515158	14.058
	"2004"	"2004"	"30 years"	"30"	186	1491405	12.471
	"2004"	"2004"	"31 years"	"31"	204	1501596	13.586
	"2004"	"2004"	"32 years"	"32"	251	1604076	15.648
	"2004"	"2004"	"33 years"	"33"	245	1706269	14.359
	"2004"	"2004"	"34 years"	"34"	265	1757833	15.075
	"2004"	"2004"	"35 years"	"35"	292	1670518	17.480
	"2004"	"2004"	"36 years"	"36"	257	1630569	15.761
	"2004"	"2004"	"37 years"	"37"	296	1635576	18.098
	"2004"	"2004"	"38 years"	"38"	326	1680671	19.397
	"2004"	"2004"	"39 years"	"39"	311	1808633	17.195
	"2004"	"2004"	"40 years"	"40"	380	1836550	20.691
	"2004"	"2004"	"41 years"	"41"	398	1837846	21.656
	"2004"	"2004"	"42 years"	"42"	399	1858014	21.475
	"2004"	"2004"	"43 years"	"43"	436	1882305	23.163
	"2004"	"2004"	"44 years"	"44"	389	1909423	20.373
	"2004"	"2004"	"45 years"	"45"	405	1830372	22.127
	"2004"	"2004"	"46 years"	"46"	405	1844220	21.961
	"2004"	"2004"	"47 years"	"47"	391	1825834	21.415
	"2004"	"2004"	"48 years"	"48"	376	1751261	21.470
	"2004"	"2004"	"49 years"	"49"	323	1771329	18.235
	"2004"	"2004"	"50 years"	"50"	292	1687134	17.307
	"2004"	"2004"	"51 years"	"51"	268	1645761	16.284
	"2004"	"2004"	"52 years"	"52"	257	1592896	16.134
	"2004"	"2004"	"53 years"	"53"	184	1550844	11.865
	"2004"	"2004"	"54 years"	"54"	161	1545904	10.415
	"2004"	"2004"	"55 years"	"55"	125	1488011	8.400
	"2004"	"2004"	"56 years"	"56"	119	1496156	7.954
	"2004"	"2004"	"57 years"	"57"	95	1588191	5.982
	"2004"	"2004"	"58 years"	"58"	68	1165541	5.834
	"2004"	"2004"	"59 years"	"59"	49	1158385	4.230
	"2004"	"2004"	"60 years"	"60"	49	1134954	4.317
	"2004"	"2004"	"61 years"	"61"	30	1188472	2.524
	"2004"	"2004"	"62 years"	"62"	39	1037345	3.760
	"2004"	"2004"	"63 years"	"63"	22	955718	2.302
	"2004"	"2004"	"64 years"	"64"	24	918021	2.614
	"2004"	"2004"	"65 years"	"65"	9	877456	Unreliable
	"2004"	"2004"	"66 years"	"66"	13	852881	Unreliable
	"2004"	"2004"	"67 years"	"67"	19	797991	Unreliable
	"2004"	"2004"	"68 years"	"68"	12	775362	Unreliable
	"2004"	"2004"	"69 years"	"69"	15	767152	Unreliable
	"2004"	"2004"	"70 years"	"70"	11	693791	Unreliable
	"2004"	"2004"	"71 years"	"71"	12	691818	Unreliable
	"2004"	"2004"	"72 years"	"72"	10	678297	Unreliable
	"2004"	"2004"	"73 years"	"73"	9	667838	Unreliable
	"2004"	"2004"	"74 years"	"74"	15	659565	Unreliable
	"2004"	"2004"	"75 years"	"75"	9	612930	Unreliable
	"2004"	"2004"	"76 years"	"76"	9	601013	Unreliable
	"2004"	"2004"	"77 years"	"77"	13	568676	Unreliable
	"2004"	"2004"	"78 years"	"78"	5	528686	Unreliable
	"2004"	"2004"	"79 years"	"79"	13	503802	Unreliable
	"2004"	"2004"	"80 years"	"80"	6	460249	Unreliable
	"2004"	"2004"	"81 years"	"81"	9	420225	Unreliable
	"2004"	"2004"	"82 years"	"82"	7	385729	Unreliable
	"2004"	"2004"	"83 years"	"83"	1	348085	Unreliable
	"2004"	"2004"	"84 years"	"84"	7	299018	Unreliable
	"2004"	"2004"	"85 years"	"85"	10	Not Applicable	Not Applicable
	"2004"	"2004"	"86 years"	"86"	5	Not Applicable	Not Applicable
	"2004"	"2004"	"87 years"	"87"	3	Not Applicable	Not Applicable
	"2004"	"2004"	"88 years"	"88"	4	Not Applicable	Not Applicable
	"2004"	"2004"	"89 years"	"89"	3	Not Applicable	Not Applicable
	"2004"	"2004"	"90 years"	"90"	2	Not Applicable	Not Applicable
	"2004"	"2004"	"91 years"	"91"	4	Not Applicable	Not Applicable
	"2004"	"2004"	"92 years"	"92"	2	Not Applicable	Not Applicable
	"2004"	"2004"	"93 years"	"93"	3	Not Applicable	Not Applicable
	"2004"	"2004"	"94 years"	"94"	1	Not Applicable	Not Applicable
	"2004"	"2004"	"95 years"	"95"	0	Not Applicable	Not Applicable
	"2004"	"2004"	"96 years"	"96"	0	Not Applicable	Not Applicable
	"2004"	"2004"	"97 years"	"97"	0	Not Applicable	Not Applicable
	"2004"	"2004"	"98 years"	"98"	0	Not Applicable	Not Applicable
	"2004"	"2004"	"99 years"	"99"	0	Not Applicable	Not Applicable
	"2004"	"2004"	"100+ years"	"100"	0	Not Applicable	Not Applicable
	"2004"	"2004"	"Not Stated"	"NS"	3	Not Applicable	Not Applicable
	"2005"	"2005"	"< 1 year"	"0"	4	1575751	Unreliable
	"2005"	"2005"	"1 year"	"1"	1	1577138	Unreliable
	"2005"	"2005"	"2 years"	"2"	0	1567793	Unreliable
	"2005"	"2005"	"3 years"	"3"	0	1560781	Unreliable
	"2005"	"2005"	"4 years"	"4"	2	1591499	Unreliable
	"2005"	"2005"	"5 years"	"5"	1	1543934	Unreliable
	"2005"	"2005"	"6 years"	"6"	3	1516390	Unreliable
	"2005"	"2005"	"7 years"	"7"	0	1516525	Unreliable
	"2005"	"2005"	"8 years"	"8"	0	1526152	Unreliable
	"2005"	"2005"	"9 years"	"9"	0	1572408	Unreliable
	"2005"	"2005"	"10 years"	"10"	0	1637796	Unreliable
	"2005"	"2005"	"11 years"	"11"	0	1634023	Unreliable
	"2005"	"2005"	"12 years"	"12"	1	1673097	Unreliable
	"2005"	"2005"	"13 years"	"13"	2	1697167	Unreliable
	"2005"	"2005"	"14 years"	"14"	8	1718688	Unreliable
	"2005"	"2005"	"15 years"	"15"	22	1763866	1.247
	"2005"	"2005"	"16 years"	"16"	40	1709568	2.340
	"2005"	"2005"	"17 years"	"17"	65	1694233	3.837
	"2005"	"2005"	"18 years"	"18"	105	1692303	6.205
	"2005"	"2005"	"19 years"	"19"	197	1708035	11.534
	"2005"	"2005"	"20 years"	"20"	209	1711004	12.215
	"2005"	"2005"	"21 years"	"21"	266	1673449	15.895
	"2005"	"2005"	"22 years"	"22"	268	1688007	15.877
	"2005"	"2005"	"23 years"	"23"	263	1678220	15.671
	"2005"	"2005"	"24 years"	"24"	303	1669395	18.150
	"2005"	"2005"	"25 years"	"25"	293	1661572	17.634
	"2005"	"2005"	"26 years"	"26"	317	1569610	20.196
	"2005"	"2005"	"27 years"	"27"	256	1536715	16.659
	"2005"	"2005"	"28 years"	"28"	274	1515273	18.083
	"2005"	"2005"	"29 years"	"29"	257	1469525	17.489
	"2005"	"2005"	"30 years"	"30"	234	1543957	15.156
	"2005"	"2005"	"31 years"	"31"	263	1469711	17.895
	"2005"	"2005"	"32 years"	"32"	281	1518278	18.508
	"2005"	"2005"	"33 years"	"33"	277	1602830	17.282
	"2005"	"2005"	"34 years"	"34"	304	1705732	17.822
	"2005"	"2005"	"35 years"	"35"	306	1765053	17.337
	"2005"	"2005"	"36 years"	"36"	294	1665514	17.652
	"2005"	"2005"	"37 years"	"37"	325	1623430	20.019
	"2005"	"2005"	"38 years"	"38"	332	1634042	20.318
	"2005"	"2005"	"39 years"	"39"	327	1682447	19.436
	"2005"	"2005"	"40 years"	"40"	371	1800948	20.600
	"2005"	"2005"	"41 years"	"41"	418	1839259	22.727
	"2005"	"2005"	"42 years"	"42"	422	1832988	23.023
	"2005"	"2005"	"43 years"	"43"	431	1855127	23.233
	"2005"	"2005"	"44 years"	"44"	457	1868683	24.456
	"2005"	"2005"	"45 years"	"45"	449	1898879	23.646
	"2005"	"2005"	"46 years"	"46"	445	1832416	24.285
	"2005"	"2005"	"47 years"	"47"	435	1842644	23.607
	"2005"	"2005"	"48 years"	"48"	404	1814768	22.262
	"2005"	"2005"	"49 years"	"49"	391	1750138	22.341
	"2005"	"2005"	"50 years"	"50"	341	1755800	19.421
	"2005"	"2005"	"51 years"	"51"	309	1691814	18.264
	"2005"	"2005"	"52 years"	"52"	266	1632584	16.293
	"2005"	"2005"	"53 years"	"53"	263	1591048	16.530
	"2005"	"2005"	"54 years"	"54"	200	1546771	12.930
	"2005"	"2005"	"55 years"	"55"	184	1526949	12.050
	"2005"	"2005"	"56 years"	"56"	146	1489539	9.802
	"2005"	"2005"	"57 years"	"57"	123	1484006	8.288
	"2005"	"2005"	"58 years"	"58"	92	1578595	5.828
	"2005"	"2005"	"59 years"	"59"	78	1154327	6.757
	"2005"	"2005"	"60 years"	"60"	63	1139395	5.529
	"2005"	"2005"	"61 years"	"61"	59	1134830	5.199
	"2005"	"2005"	"62 years"	"62"	35	1175708	2.977
	"2005"	"2005"	"63 years"	"63"	42	1027806	4.086
	"2005"	"2005"	"64 years"	"64"	30	940433	3.190
	"2005"	"2005"	"65 years"	"65"	19	906037	Unreliable
	"2005"	"2005"	"66 years"	"66"	23	864196	2.661
	"2005"	"2005"	"67 years"	"67"	9	840295	Unreliable
	"2005"	"2005"	"68 years"	"68"	13	782207	Unreliable
	"2005"	"2005"	"69 years"	"69"	11	758373	Unreliable
	"2005"	"2005"	"70 years"	"70"	10	745093	Unreliable
	"2005"	"2005"	"71 years"	"71"	14	680300	Unreliable
	"2005"	"2005"	"72 years"	"72"	10	669582	Unreliable
	"2005"	"2005"	"73 years"	"73"	9	658124	Unreliable
	"2005"	"2005"	"74 years"	"74"	7	642699	Unreliable
	"2005"	"2005"	"75 years"	"75"	12	629350	Unreliable
	"2005"	"2005"	"76 years"	"76"	15	590998	Unreliable
	"2005"	"2005"	"77 years"	"77"	8	571415	Unreliable
	"2005"	"2005"	"78 years"	"78"	15	539747	Unreliable
	"2005"	"2005"	"79 years"	"79"	16	498315	Unreliable
	"2005"	"2005"	"80 years"	"80"	12	468975	Unreliable
	"2005"	"2005"	"81 years"	"81"	9	429828	Unreliable
	"2005"	"2005"	"82 years"	"82"	7	385851	Unreliable
	"2005"	"2005"	"83 years"	"83"	5	353899	Unreliable
	"2005"	"2005"	"84 years"	"84"	3	313884	Unreliable
	"2005"	"2005"	"85 years"	"85"	6	Not Applicable	Not Applicable
	"2005"	"2005"	"86 years"	"86"	5	Not Applicable	Not Applicable
	"2005"	"2005"	"87 years"	"87"	9	Not Applicable	Not Applicable
	"2005"	"2005"	"88 years"	"88"	8	Not Applicable	Not Applicable
	"2005"	"2005"	"89 years"	"89"	7	Not Applicable	Not Applicable
	"2005"	"2005"	"90 years"	"90"	2	Not Applicable	Not Applicable
	"2005"	"2005"	"91 years"	"91"	3	Not Applicable	Not Applicable
	"2005"	"2005"	"92 years"	"92"	0	Not Applicable	Not Applicable
	"2005"	"2005"	"93 years"	"93"	2	Not Applicable	Not Applicable
	"2005"	"2005"	"94 years"	"94"	4	Not Applicable	Not Applicable
	"2005"	"2005"	"95 years"	"95"	2	Not Applicable	Not Applicable
	"2005"	"2005"	"96 years"	"96"	3	Not Applicable	Not Applicable
	"2005"	"2005"	"97 years"	"97"	0	Not Applicable	Not Applicable
	"2005"	"2005"	"98 years"	"98"	0	Not Applicable	Not Applicable
	"2005"	"2005"	"99 years"	"99"	0	Not Applicable	Not Applicable
	"2005"	"2005"	"100+ years"	"100"	0	Not Applicable	Not Applicable
	"2005"	"2005"	"Not Stated"	"NS"	5	Not Applicable	Not Applicable
	"2006"	"2006"	"< 1 year"	"0"	5	1583725	Unreliable
	"2006"	"2006"	"1 year"	"1"	2	1558541	Unreliable
	"2006"	"2006"	"2 years"	"2"	1	1575435	Unreliable
	"2006"	"2006"	"3 years"	"3"	2	1569039	Unreliable
	"2006"	"2006"	"4 years"	"4"	2	1569071	Unreliable
	"2006"	"2006"	"5 years"	"5"	1	1595853	Unreliable
	"2006"	"2006"	"6 years"	"6"	1	1537724	Unreliable
	"2006"	"2006"	"7 years"	"7"	0	1519638	Unreliable
	"2006"	"2006"	"8 years"	"8"	1	1519596	Unreliable
	"2006"	"2006"	"9 years"	"9"	0	1539252	Unreliable
	"2006"	"2006"	"10 years"	"10"	0	1626051	Unreliable
	"2006"	"2006"	"11 years"	"11"	1	1634949	Unreliable
	"2006"	"2006"	"12 years"	"12"	0	1649338	Unreliable
	"2006"	"2006"	"13 years"	"13"	4	1675874	Unreliable
	"2006"	"2006"	"14 years"	"14"	9	1694887	Unreliable
	"2006"	"2006"	"15 years"	"15"	20	1736976	1.151
	"2006"	"2006"	"16 years"	"16"	53	1780142	2.977
	"2006"	"2006"	"17 years"	"17"	77	1718457	4.481
	"2006"	"2006"	"18 years"	"18"	154	1709998	9.006
	"2006"	"2006"	"19 years"	"19"	202	1699944	11.883
	"2006"	"2006"	"20 years"	"20"	285	1702157	16.743
	"2006"	"2006"	"21 years"	"21"	286	1712760	16.698
	"2006"	"2006"	"22 years"	"22"	318	1667423	19.071
	"2006"	"2006"	"23 years"	"23"	338	1685774	20.050
	"2006"	"2006"	"24 years"	"24"	360	1677172	21.465
	"2006"	"2006"	"25 years"	"25"	373	1678797	22.218
	"2006"	"2006"	"26 years"	"26"	408	1644318	24.813
	"2006"	"2006"	"27 years"	"27"	389	1576398	24.677
	"2006"	"2006"	"28 years"	"28"	305	1540133	19.803
	"2006"	"2006"	"29 years"	"29"	318	1508716	21.078
	"2006"	"2006"	"30 years"	"30"	329	1504541	21.867
	"2006"	"2006"	"31 years"	"31"	331	1517255	21.816
	"2006"	"2006"	"32 years"	"32"	292	1490452	19.591
	"2006"	"2006"	"33 years"	"33"	287	1517297	18.915
	"2006"	"2006"	"34 years"	"34"	342	1603996	21.322
	"2006"	"2006"	"35 years"	"35"	367	1716042	21.386
	"2006"	"2006"	"36 years"	"36"	336	1759677	19.094
	"2006"	"2006"	"37 years"	"37"	351	1658480	21.164
	"2006"	"2006"	"38 years"	"38"	367	1623286	22.608
	"2006"	"2006"	"39 years"	"39"	377	1637647	23.021
	"2006"	"2006"	"40 years"	"40"	368	1675823	21.959
	"2006"	"2006"	"41 years"	"41"	407	1806477	22.530
	"2006"	"2006"	"42 years"	"42"	530	1835530	28.874
	"2006"	"2006"	"43 years"	"43"	521	1831263	28.450
	"2006"	"2006"	"44 years"	"44"	500	1840800	27.162
	"2006"	"2006"	"45 years"	"45"	490	1858221	26.369
	"2006"	"2006"	"46 years"	"46"	552	1903247	29.003
	"2006"	"2006"	"47 years"	"47"	501	1832349	27.342
	"2006"	"2006"	"48 years"	"48"	473	1830828	25.835
	"2006"	"2006"	"49 years"	"49"	412	1815425	22.694
	"2006"	"2006"	"50 years"	"50"	436	1733126	25.157
	"2006"	"2006"	"51 years"	"51"	389	1763596	22.057
	"2006"	"2006"	"52 years"	"52"	363	1677229	21.643
	"2006"	"2006"	"53 years"	"53"	293	1632170	17.952
	"2006"	"2006"	"54 years"	"54"	222	1587546	13.984
	"2006"	"2006"	"55 years"	"55"	230	1525658	15.075
	"2006"	"2006"	"56 years"	"56"	216	1531079	14.108
	"2006"	"2006"	"57 years"	"57"	148	1476870	10.021
	"2006"	"2006"	"58 years"	"58"	127	1475229	8.609
	"2006"	"2006"	"59 years"	"59"	83	1563458	5.309
	"2006"	"2006"	"60 years"	"60"	76	1133698	6.704
	"2006"	"2006"	"61 years"	"61"	47	1142393	4.114
	"2006"	"2006"	"62 years"	"62"	43	1123224	3.828
	"2006"	"2006"	"63 years"	"63"	43	1165789	3.688
	"2006"	"2006"	"64 years"	"64"	34	1011203	3.362
	"2006"	"2006"	"65 years"	"65"	16	928624	Unreliable
	"2006"	"2006"	"66 years"	"66"	22	892944	2.464
	"2006"	"2006"	"67 years"	"67"	21	852065	2.465
	"2006"	"2006"	"68 years"	"68"	15	824141	Unreliable
	"2006"	"2006"	"69 years"	"69"	11	765264	Unreliable
	"2006"	"2006"	"70 years"	"70"	15	736198	Unreliable
	"2006"	"2006"	"71 years"	"71"	11	732431	Unreliable
	"2006"	"2006"	"72 years"	"72"	16	658439	Unreliable
	"2006"	"2006"	"73 years"	"73"	8	650696	Unreliable
	"2006"	"2006"	"74 years"	"74"	11	633705	Unreliable
	"2006"	"2006"	"75 years"	"75"	14	613111	Unreliable
	"2006"	"2006"	"76 years"	"76"	7	608788	Unreliable
	"2006"	"2006"	"77 years"	"77"	13	562440	Unreliable
	"2006"	"2006"	"78 years"	"78"	7	543370	Unreliable
	"2006"	"2006"	"79 years"	"79"	14	509743	Unreliable
	"2006"	"2006"	"80 years"	"80"	10	464137	Unreliable
	"2006"	"2006"	"81 years"	"81"	8	439505	Unreliable
	"2006"	"2006"	"82 years"	"82"	11	395194	Unreliable
	"2006"	"2006"	"83 years"	"83"	9	355559	Unreliable
	"2006"	"2006"	"84 years"	"84"	4	319639	Unreliable
	"2006"	"2006"	"85 years"	"85"	8	Not Applicable	Not Applicable
	"2006"	"2006"	"86 years"	"86"	4	Not Applicable	Not Applicable
	"2006"	"2006"	"87 years"	"87"	9	Not Applicable	Not Applicable
	"2006"	"2006"	"88 years"	"88"	9	Not Applicable	Not Applicable
	"2006"	"2006"	"89 years"	"89"	1	Not Applicable	Not Applicable
	"2006"	"2006"	"90 years"	"90"	6	Not Applicable	Not Applicable
	"2006"	"2006"	"91 years"	"91"	2	Not Applicable	Not Applicable
	"2006"	"2006"	"92 years"	"92"	2	Not Applicable	Not Applicable
	"2006"	"2006"	"93 years"	"93"	2	Not Applicable	Not Applicable
	"2006"	"2006"	"94 years"	"94"	2	Not Applicable	Not Applicable
	"2006"	"2006"	"95 years"	"95"	1	Not Applicable	Not Applicable
	"2006"	"2006"	"96 years"	"96"	0	Not Applicable	Not Applicable
	"2006"	"2006"	"97 years"	"97"	1	Not Applicable	Not Applicable
	"2006"	"2006"	"98 years"	"98"	1	Not Applicable	Not Applicable
	"2006"	"2006"	"99 years"	"99"	0	Not Applicable	Not Applicable
	"2006"	"2006"	"100+ years"	"100"	0	Not Applicable	Not Applicable
	"2006"	"2006"	"Not Stated"	"NS"	8	Not Applicable	Not Applicable
	"2007"	"2007"	"< 1 year"	"0"	4	1613589	Unreliable
	"2007"	"2007"	"1 year"	"1"	2	1563556	Unreliable
	"2007"	"2007"	"2 years"	"2"	2	1557120	Unreliable
	"2007"	"2007"	"3 years"	"3"	2	1577303	Unreliable
	"2007"	"2007"	"4 years"	"4"	1	1579036	Unreliable
	"2007"	"2007"	"5 years"	"5"	0	1574063	Unreliable
	"2007"	"2007"	"6 years"	"6"	2	1588008	Unreliable
	"2007"	"2007"	"7 years"	"7"	1	1541310	Unreliable
	"2007"	"2007"	"8 years"	"8"	0	1523057	Unreliable
	"2007"	"2007"	"9 years"	"9"	0	1534516	Unreliable
	"2007"	"2007"	"10 years"	"10"	1	1599993	Unreliable
	"2007"	"2007"	"11 years"	"11"	2	1621104	Unreliable
	"2007"	"2007"	"12 years"	"12"	4	1651283	Unreliable
	"2007"	"2007"	"13 years"	"13"	3	1651005	Unreliable
	"2007"	"2007"	"14 years"	"14"	12	1671836	Unreliable
	"2007"	"2007"	"15 years"	"15"	29	1713681	1.692
	"2007"	"2007"	"16 years"	"16"	44	1752364	2.511
	"2007"	"2007"	"17 years"	"17"	82	1786185	4.591
	"2007"	"2007"	"18 years"	"18"	179	1732707	10.331
	"2007"	"2007"	"19 years"	"19"	209	1712950	12.201
	"2007"	"2007"	"20 years"	"20"	259	1686954	15.353
	"2007"	"2007"	"21 years"	"21"	311	1699788	18.296
	"2007"	"2007"	"22 years"	"22"	310	1700959	18.225
	"2007"	"2007"	"23 years"	"23"	333	1661138	20.046
	"2007"	"2007"	"24 years"	"24"	360	1681325	21.412
	"2007"	"2007"	"25 years"	"25"	398	1684771	23.623
	"2007"	"2007"	"26 years"	"26"	380	1656000	22.947
	"2007"	"2007"	"27 years"	"27"	402	1650533	24.356
	"2007"	"2007"	"28 years"	"28"	405	1577993	25.666
	"2007"	"2007"	"29 years"	"29"	355	1530893	23.189
	"2007"	"2007"	"30 years"	"30"	360	1548164	23.253
	"2007"	"2007"	"31 years"	"31"	354	1471697	24.054
	"2007"	"2007"	"32 years"	"32"	336	1540576	21.810
	"2007"	"2007"	"33 years"	"33"	312	1487600	20.973
	"2007"	"2007"	"34 years"	"34"	326	1516643	21.495
