"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"2007"	"2007"	"35 years"	"35"	352	1614418	21.804
	"2007"	"2007"	"36 years"	"36"	360	1708975	21.065
	"2007"	"2007"	"37 years"	"37"	391	1749344	22.351
	"2007"	"2007"	"38 years"	"38"	386	1657258	23.291
	"2007"	"2007"	"39 years"	"39"	337	1626359	20.721
	"2007"	"2007"	"40 years"	"40"	416	1629491	25.529
	"2007"	"2007"	"41 years"	"41"	405	1681317	24.088
	"2007"	"2007"	"42 years"	"42"	460	1802194	25.524
	"2007"	"2007"	"43 years"	"43"	497	1833848	27.101
	"2007"	"2007"	"44 years"	"44"	457	1814993	25.179
	"2007"	"2007"	"45 years"	"45"	493	1829660	26.945
	"2007"	"2007"	"46 years"	"46"	478	1864189	25.641
	"2007"	"2007"	"47 years"	"47"	478	1903998	25.105
	"2007"	"2007"	"48 years"	"48"	442	1819474	24.293
	"2007"	"2007"	"49 years"	"49"	475	1832615	25.919
	"2007"	"2007"	"50 years"	"50"	430	1796062	23.941
	"2007"	"2007"	"51 years"	"51"	424	1743196	24.323
	"2007"	"2007"	"52 years"	"52"	412	1746924	23.584
	"2007"	"2007"	"53 years"	"53"	336	1678099	20.023
	"2007"	"2007"	"54 years"	"54"	294	1629157	18.046
	"2007"	"2007"	"55 years"	"55"	259	1563415	16.566
	"2007"	"2007"	"56 years"	"56"	209	1531598	13.646
	"2007"	"2007"	"57 years"	"57"	185	1517222	12.193
	"2007"	"2007"	"58 years"	"58"	172	1468484	11.713
	"2007"	"2007"	"59 years"	"59"	117	1460469	8.011
	"2007"	"2007"	"60 years"	"60"	125	1533697	8.150
	"2007"	"2007"	"61 years"	"61"	68	1139054	5.970
	"2007"	"2007"	"62 years"	"62"	52	1131064	4.597
	"2007"	"2007"	"63 years"	"63"	62	1114680	5.562
	"2007"	"2007"	"64 years"	"64"	43	1146823	3.749
	"2007"	"2007"	"65 years"	"65"	33	998792	3.304
	"2007"	"2007"	"66 years"	"66"	32	915223	3.496
	"2007"	"2007"	"67 years"	"67"	20	881151	2.270
	"2007"	"2007"	"68 years"	"68"	27	835794	3.230
	"2007"	"2007"	"69 years"	"69"	20	806385	2.480
	"2007"	"2007"	"70 years"	"70"	20	742194	2.695
	"2007"	"2007"	"71 years"	"71"	16	725033	Unreliable
	"2007"	"2007"	"72 years"	"72"	23	708793	3.245
	"2007"	"2007"	"73 years"	"73"	11	640396	Unreliable
	"2007"	"2007"	"74 years"	"74"	14	626602	Unreliable
	"2007"	"2007"	"75 years"	"75"	7	604071	Unreliable
	"2007"	"2007"	"76 years"	"76"	7	594470	Unreliable
	"2007"	"2007"	"77 years"	"77"	10	579591	Unreliable
	"2007"	"2007"	"78 years"	"78"	9	535518	Unreliable
	"2007"	"2007"	"79 years"	"79"	13	513644	Unreliable
	"2007"	"2007"	"80 years"	"80"	17	474809	Unreliable
	"2007"	"2007"	"81 years"	"81"	5	435883	Unreliable
	"2007"	"2007"	"82 years"	"82"	11	404315	Unreliable
	"2007"	"2007"	"83 years"	"83"	11	364943	Unreliable
	"2007"	"2007"	"84 years"	"84"	8	321684	Unreliable
	"2007"	"2007"	"85 years"	"85"	6	Not Applicable	Not Applicable
	"2007"	"2007"	"86 years"	"86"	10	Not Applicable	Not Applicable
	"2007"	"2007"	"87 years"	"87"	4	Not Applicable	Not Applicable
	"2007"	"2007"	"88 years"	"88"	2	Not Applicable	Not Applicable
	"2007"	"2007"	"89 years"	"89"	7	Not Applicable	Not Applicable
	"2007"	"2007"	"90 years"	"90"	3	Not Applicable	Not Applicable
	"2007"	"2007"	"91 years"	"91"	2	Not Applicable	Not Applicable
	"2007"	"2007"	"92 years"	"92"	2	Not Applicable	Not Applicable
	"2007"	"2007"	"93 years"	"93"	2	Not Applicable	Not Applicable
	"2007"	"2007"	"94 years"	"94"	2	Not Applicable	Not Applicable
	"2007"	"2007"	"95 years"	"95"	2	Not Applicable	Not Applicable
	"2007"	"2007"	"96 years"	"96"	1	Not Applicable	Not Applicable
	"2007"	"2007"	"97 years"	"97"	0	Not Applicable	Not Applicable
	"2007"	"2007"	"98 years"	"98"	0	Not Applicable	Not Applicable
	"2007"	"2007"	"99 years"	"99"	0	Not Applicable	Not Applicable
	"2007"	"2007"	"100+ years"	"100"	0	Not Applicable	Not Applicable
	"2007"	"2007"	"Not Stated"	"NS"	1	Not Applicable	Not Applicable
	"2008"	"2008"	"< 1 year"	"0"	2	1596546	Unreliable
	"2008"	"2008"	"1 year"	"1"	3	1590179	Unreliable
	"2008"	"2008"	"2 years"	"2"	3	1562389	Unreliable
	"2008"	"2008"	"3 years"	"3"	2	1559817	Unreliable
	"2008"	"2008"	"4 years"	"4"	0	1589234	Unreliable
	"2008"	"2008"	"5 years"	"5"	0	1584996	Unreliable
	"2008"	"2008"	"6 years"	"6"	0	1565362	Unreliable
	"2008"	"2008"	"7 years"	"7"	0	1592307	Unreliable
	"2008"	"2008"	"8 years"	"8"	1	1545373	Unreliable
	"2008"	"2008"	"9 years"	"9"	0	1540286	Unreliable
	"2008"	"2008"	"10 years"	"10"	1	1603623	Unreliable
	"2008"	"2008"	"11 years"	"11"	2	1593473	Unreliable
	"2008"	"2008"	"12 years"	"12"	1	1638584	Unreliable
	"2008"	"2008"	"13 years"	"13"	4	1652069	Unreliable
	"2008"	"2008"	"14 years"	"14"	9	1645491	Unreliable
	"2008"	"2008"	"15 years"	"15"	27	1691524	1.596
	"2008"	"2008"	"16 years"	"16"	43	1728780	2.487
	"2008"	"2008"	"17 years"	"17"	83	1756749	4.725
	"2008"	"2008"	"18 years"	"18"	192	1799209	10.671
	"2008"	"2008"	"19 years"	"19"	231	1733072	13.329
	"2008"	"2008"	"20 years"	"20"	270	1696619	15.914
	"2008"	"2008"	"21 years"	"21"	307	1686087	18.208
	"2008"	"2008"	"22 years"	"22"	320	1689909	18.936
	"2008"	"2008"	"23 years"	"23"	368	1695410	21.706
	"2008"	"2008"	"24 years"	"24"	339	1656850	20.461
	"2008"	"2008"	"25 years"	"25"	389	1690884	23.006
	"2008"	"2008"	"26 years"	"26"	399	1659251	24.047
	"2008"	"2008"	"27 years"	"27"	413	1664353	24.814
	"2008"	"2008"	"28 years"	"28"	425	1653393	25.705
	"2008"	"2008"	"29 years"	"29"	414	1567759	26.407
	"2008"	"2008"	"30 years"	"30"	381	1577580	24.151
	"2008"	"2008"	"31 years"	"31"	356	1509560	23.583
	"2008"	"2008"	"32 years"	"32"	349	1497970	23.298
	"2008"	"2008"	"33 years"	"33"	361	1537150	23.485
	"2008"	"2008"	"34 years"	"34"	307	1486915	20.647
	"2008"	"2008"	"35 years"	"35"	339	1528040	22.185
	"2008"	"2008"	"36 years"	"36"	348	1607458	21.649
	"2008"	"2008"	"37 years"	"37"	399	1698523	23.491
	"2008"	"2008"	"38 years"	"38"	387	1748368	22.135
	"2008"	"2008"	"39 years"	"39"	382	1661260	22.995
	"2008"	"2008"	"40 years"	"40"	370	1617543	22.874
	"2008"	"2008"	"41 years"	"41"	385	1635825	23.536
	"2008"	"2008"	"42 years"	"42"	393	1677207	23.432
	"2008"	"2008"	"43 years"	"43"	433	1801168	24.040
	"2008"	"2008"	"44 years"	"44"	488	1816221	26.869
	"2008"	"2008"	"45 years"	"45"	484	1803369	26.839
	"2008"	"2008"	"46 years"	"46"	518	1837006	28.198
	"2008"	"2008"	"47 years"	"47"	504	1865690	27.014
	"2008"	"2008"	"48 years"	"48"	478	1889651	25.296
	"2008"	"2008"	"49 years"	"49"	464	1822393	25.461
	"2008"	"2008"	"50 years"	"50"	453	1811395	25.008
	"2008"	"2008"	"51 years"	"51"	453	1809346	25.037
	"2008"	"2008"	"52 years"	"52"	381	1725209	22.084
	"2008"	"2008"	"53 years"	"53"	359	1749384	20.522
	"2008"	"2008"	"54 years"	"54"	352	1675770	21.005
	"2008"	"2008"	"55 years"	"55"	293	1601984	18.290
	"2008"	"2008"	"56 years"	"56"	254	1571703	16.161
	"2008"	"2008"	"57 years"	"57"	190	1516723	12.527
	"2008"	"2008"	"58 years"	"58"	178	1508841	11.797
	"2008"	"2008"	"59 years"	"59"	161	1453122	11.080
	"2008"	"2008"	"60 years"	"60"	112	1430164	7.831
	"2008"	"2008"	"61 years"	"61"	99	1546354	6.402
	"2008"	"2008"	"62 years"	"62"	66	1127868	5.852
	"2008"	"2008"	"63 years"	"63"	49	1122981	4.363
	"2008"	"2008"	"64 years"	"64"	39	1095265	3.561
	"2008"	"2008"	"65 years"	"65"	47	1133687	4.146
	"2008"	"2008"	"66 years"	"66"	37	985003	3.756
	"2008"	"2008"	"67 years"	"67"	36	903675	3.984
	"2008"	"2008"	"68 years"	"68"	24	864361	2.777
	"2008"	"2008"	"69 years"	"69"	22	817764	2.690
	"2008"	"2008"	"70 years"	"70"	17	781502	Unreliable
	"2008"	"2008"	"71 years"	"71"	13	732245	Unreliable
	"2008"	"2008"	"72 years"	"72"	9	701386	Unreliable
	"2008"	"2008"	"73 years"	"73"	10	690132	Unreliable
	"2008"	"2008"	"74 years"	"74"	9	616528	Unreliable
	"2008"	"2008"	"75 years"	"75"	5	596884	Unreliable
	"2008"	"2008"	"76 years"	"76"	16	587087	Unreliable
	"2008"	"2008"	"77 years"	"77"	9	566119	Unreliable
	"2008"	"2008"	"78 years"	"78"	14	552533	Unreliable
	"2008"	"2008"	"79 years"	"79"	8	506658	Unreliable
	"2008"	"2008"	"80 years"	"80"	14	478294	Unreliable
	"2008"	"2008"	"81 years"	"81"	5	446955	Unreliable
	"2008"	"2008"	"82 years"	"82"	6	401020	Unreliable
	"2008"	"2008"	"83 years"	"83"	16	374296	Unreliable
	"2008"	"2008"	"84 years"	"84"	8	330314	Unreliable
	"2008"	"2008"	"85 years"	"85"	5	Not Applicable	Not Applicable
	"2008"	"2008"	"86 years"	"86"	3	Not Applicable	Not Applicable
	"2008"	"2008"	"87 years"	"87"	6	Not Applicable	Not Applicable
	"2008"	"2008"	"88 years"	"88"	4	Not Applicable	Not Applicable
	"2008"	"2008"	"89 years"	"89"	5	Not Applicable	Not Applicable
	"2008"	"2008"	"90 years"	"90"	6	Not Applicable	Not Applicable
	"2008"	"2008"	"91 years"	"91"	0	Not Applicable	Not Applicable
	"2008"	"2008"	"92 years"	"92"	6	Not Applicable	Not Applicable
	"2008"	"2008"	"93 years"	"93"	1	Not Applicable	Not Applicable
	"2008"	"2008"	"94 years"	"94"	2	Not Applicable	Not Applicable
	"2008"	"2008"	"95 years"	"95"	0	Not Applicable	Not Applicable
	"2008"	"2008"	"96 years"	"96"	0	Not Applicable	Not Applicable
	"2008"	"2008"	"97 years"	"97"	1	Not Applicable	Not Applicable
	"2008"	"2008"	"98 years"	"98"	0	Not Applicable	Not Applicable
	"2008"	"2008"	"99 years"	"99"	0	Not Applicable	Not Applicable
	"2008"	"2008"	"100+ years"	"100"	1	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2009"	"2009"	"< 1 year"	"0"	3	1541186	Unreliable
	"2009"	"2009"	"1 year"	"1"	5	1570595	Unreliable
	"2009"	"2009"	"2 years"	"2"	1	1588917	Unreliable
	"2009"	"2009"	"3 years"	"3"	0	1565654	Unreliable
	"2009"	"2009"	"4 years"	"4"	0	1573390	Unreliable
	"2009"	"2009"	"5 years"	"5"	1	1595874	Unreliable
	"2009"	"2009"	"6 years"	"6"	0	1575027	Unreliable
	"2009"	"2009"	"7 years"	"7"	0	1570102	Unreliable
	"2009"	"2009"	"8 years"	"8"	0	1596773	Unreliable
	"2009"	"2009"	"9 years"	"9"	0	1565090	Unreliable
	"2009"	"2009"	"10 years"	"10"	0	1617927	Unreliable
	"2009"	"2009"	"11 years"	"11"	0	1595020	Unreliable
	"2009"	"2009"	"12 years"	"12"	1	1611675	Unreliable
	"2009"	"2009"	"13 years"	"13"	2	1638167	Unreliable
	"2009"	"2009"	"14 years"	"14"	6	1644580	Unreliable
	"2009"	"2009"	"15 years"	"15"	21	1665451	1.261
	"2009"	"2009"	"16 years"	"16"	47	1705521	2.756
	"2009"	"2009"	"17 years"	"17"	69	1730628	3.987
	"2009"	"2009"	"18 years"	"18"	131	1767966	7.410
	"2009"	"2009"	"19 years"	"19"	196	1794151	10.924
	"2009"	"2009"	"20 years"	"20"	249	1713040	14.536
	"2009"	"2009"	"21 years"	"21"	281	1693346	16.594
	"2009"	"2009"	"22 years"	"22"	302	1673012	18.051
	"2009"	"2009"	"23 years"	"23"	344	1683053	20.439
	"2009"	"2009"	"24 years"	"24"	405	1689407	23.973
	"2009"	"2009"	"25 years"	"25"	359	1666616	21.541
	"2009"	"2009"	"26 years"	"26"	420	1661341	25.281
	"2009"	"2009"	"27 years"	"27"	402	1668021	24.100
	"2009"	"2009"	"28 years"	"28"	421	1667013	25.255
	"2009"	"2009"	"29 years"	"29"	440	1640498	26.821
	"2009"	"2009"	"30 years"	"30"	381	1620342	23.514
	"2009"	"2009"	"31 years"	"31"	387	1532390	25.255
	"2009"	"2009"	"32 years"	"32"	378	1539281	24.557
	"2009"	"2009"	"33 years"	"33"	383	1493193	25.650
	"2009"	"2009"	"34 years"	"34"	315	1535530	20.514
	"2009"	"2009"	"35 years"	"35"	327	1498805	21.817
	"2009"	"2009"	"36 years"	"36"	353	1519786	23.227
	"2009"	"2009"	"37 years"	"37"	344	1596379	21.549
	"2009"	"2009"	"38 years"	"38"	375	1697758	22.088
	"2009"	"2009"	"39 years"	"39"	382	1752838	21.793
	"2009"	"2009"	"40 years"	"40"	404	1650964	24.471
	"2009"	"2009"	"41 years"	"41"	414	1624417	25.486
	"2009"	"2009"	"42 years"	"42"	411	1631272	25.195
	"2009"	"2009"	"43 years"	"43"	378	1676254	22.550
	"2009"	"2009"	"44 years"	"44"	436	1781851	24.469
	"2009"	"2009"	"45 years"	"45"	491	1803463	27.225
	"2009"	"2009"	"46 years"	"46"	528	1811674	29.144
	"2009"	"2009"	"47 years"	"47"	516	1838955	28.059
	"2009"	"2009"	"48 years"	"48"	488	1850144	26.376
	"2009"	"2009"	"49 years"	"49"	444	1893752	23.446
	"2009"	"2009"	"50 years"	"50"	404	1799315	22.453
	"2009"	"2009"	"51 years"	"51"	440	1827372	24.078
	"2009"	"2009"	"52 years"	"52"	403	1789044	22.526
	"2009"	"2009"	"53 years"	"53"	364	1728733	21.056
	"2009"	"2009"	"54 years"	"54"	359	1747587	20.543
	"2009"	"2009"	"55 years"	"55"	303	1645415	18.415
	"2009"	"2009"	"56 years"	"56"	272	1612881	16.864
	"2009"	"2009"	"57 years"	"57"	236	1555657	15.170
	"2009"	"2009"	"58 years"	"58"	203	1508576	13.456
	"2009"	"2009"	"59 years"	"59"	181	1492496	12.127
	"2009"	"2009"	"60 years"	"60"	147	1420584	10.348
	"2009"	"2009"	"61 years"	"61"	99	1444743	6.852
	"2009"	"2009"	"62 years"	"62"	97	1532813	6.328
	"2009"	"2009"	"63 years"	"63"	53	1120552	4.730
	"2009"	"2009"	"64 years"	"64"	49	1102504	4.444
	"2009"	"2009"	"65 years"	"65"	33	1082762	3.048
	"2009"	"2009"	"66 years"	"66"	38	1118878	3.396
	"2009"	"2009"	"67 years"	"67"	40	973628	4.108
	"2009"	"2009"	"68 years"	"68"	31	886631	3.496
	"2009"	"2009"	"69 years"	"69"	18	845770	Unreliable
	"2009"	"2009"	"70 years"	"70"	17	791844	Unreliable
	"2009"	"2009"	"71 years"	"71"	14	772554	Unreliable
	"2009"	"2009"	"72 years"	"72"	10	708158	Unreliable
	"2009"	"2009"	"73 years"	"73"	13	683649	Unreliable
	"2009"	"2009"	"74 years"	"74"	17	664609	Unreliable
	"2009"	"2009"	"75 years"	"75"	10	586699	Unreliable
	"2009"	"2009"	"76 years"	"76"	10	581653	Unreliable
	"2009"	"2009"	"77 years"	"77"	11	559274	Unreliable
	"2009"	"2009"	"78 years"	"78"	9	540420	Unreliable
	"2009"	"2009"	"79 years"	"79"	11	523365	Unreliable
	"2009"	"2009"	"80 years"	"80"	13	471805	Unreliable
	"2009"	"2009"	"81 years"	"81"	12	451353	Unreliable
	"2009"	"2009"	"82 years"	"82"	5	411547	Unreliable
	"2009"	"2009"	"83 years"	"83"	16	372161	Unreliable
	"2009"	"2009"	"84 years"	"84"	18	339229	Unreliable
	"2009"	"2009"	"85 years"	"85"	6	Not Applicable	Not Applicable
	"2009"	"2009"	"86 years"	"86"	7	Not Applicable	Not Applicable
	"2009"	"2009"	"87 years"	"87"	14	Not Applicable	Not Applicable
	"2009"	"2009"	"88 years"	"88"	8	Not Applicable	Not Applicable
	"2009"	"2009"	"89 years"	"89"	5	Not Applicable	Not Applicable
	"2009"	"2009"	"90 years"	"90"	2	Not Applicable	Not Applicable
	"2009"	"2009"	"91 years"	"91"	3	Not Applicable	Not Applicable
	"2009"	"2009"	"92 years"	"92"	2	Not Applicable	Not Applicable
	"2009"	"2009"	"93 years"	"93"	2	Not Applicable	Not Applicable
	"2009"	"2009"	"94 years"	"94"	1	Not Applicable	Not Applicable
	"2009"	"2009"	"95 years"	"95"	2	Not Applicable	Not Applicable
	"2009"	"2009"	"96 years"	"96"	0	Not Applicable	Not Applicable
	"2009"	"2009"	"97 years"	"97"	1	Not Applicable	Not Applicable
	"2009"	"2009"	"98 years"	"98"	1	Not Applicable	Not Applicable
	"2009"	"2009"	"99 years"	"99"	1	Not Applicable	Not Applicable
	"2009"	"2009"	"100+ years"	"100"	1	Not Applicable	Not Applicable
	"2009"	"2009"	"Not Stated"	"NS"	3	Not Applicable	Not Applicable
	"2010"	"2010"	"< 1 year"	"0"	4	1518287	Unreliable
	"2010"	"2010"	"1 year"	"1"	5	1530769	Unreliable
	"2010"	"2010"	"2 years"	"2"	1	1577867	Unreliable
	"2010"	"2010"	"3 years"	"3"	1	1591965	Unreliable
	"2010"	"2010"	"4 years"	"4"	0	1580244	Unreliable
	"2010"	"2010"	"5 years"	"5"	2	1578902	Unreliable
	"2010"	"2010"	"6 years"	"6"	2	1588193	Unreliable
	"2010"	"2010"	"7 years"	"7"	1	1573704	Unreliable
	"2010"	"2010"	"8 years"	"8"	0	1580387	Unreliable
	"2010"	"2010"	"9 years"	"9"	1	1617276	Unreliable
	"2010"	"2010"	"10 years"	"10"	0	1632121	Unreliable
	"2010"	"2010"	"11 years"	"11"	1	1613092	Unreliable
	"2010"	"2010"	"12 years"	"12"	0	1606781	Unreliable
	"2010"	"2010"	"13 years"	"13"	8	1615037	Unreliable
	"2010"	"2010"	"14 years"	"14"	8	1637891	Unreliable
	"2010"	"2010"	"15 years"	"15"	21	1661165	1.264
	"2010"	"2010"	"16 years"	"16"	34	1683488	2.020
	"2010"	"2010"	"17 years"	"17"	62	1715469	3.614
	"2010"	"2010"	"18 years"	"18"	138	1746838	7.900
	"2010"	"2010"	"19 years"	"19"	203	1776015	11.430
	"2010"	"2010"	"20 years"	"20"	292	1756477	16.624
	"2010"	"2010"	"21 years"	"21"	314	1700108	18.469
	"2010"	"2010"	"22 years"	"22"	309	1680887	18.383
	"2010"	"2010"	"23 years"	"23"	347	1662569	20.871
	"2010"	"2010"	"24 years"	"24"	383	1685673	22.721
	"2010"	"2010"	"25 years"	"25"	379	1687030	22.466
	"2010"	"2010"	"26 years"	"26"	426	1637899	26.009
	"2010"	"2010"	"27 years"	"27"	426	1674141	25.446
	"2010"	"2010"	"28 years"	"28"	439	1658998	26.462
	"2010"	"2010"	"29 years"	"29"	459	1659559	27.658
	"2010"	"2010"	"30 years"	"30"	449	1686839	26.618
	"2010"	"2010"	"31 years"	"31"	440	1554923	28.297
	"2010"	"2010"	"32 years"	"32"	408	1564360	26.081
	"2010"	"2010"	"33 years"	"33"	377	1517391	24.845
	"2010"	"2010"	"34 years"	"34"	351	1497695	23.436
	"2010"	"2010"	"35 years"	"35"	374	1551523	24.105
	"2010"	"2010"	"36 years"	"36"	357	1479373	24.132
	"2010"	"2010"	"37 years"	"37"	347	1527180	22.722
	"2010"	"2010"	"38 years"	"38"	384	1616890	23.749
	"2010"	"2010"	"39 years"	"39"	408	1723167	23.677
	"2010"	"2010"	"40 years"	"40"	392	1744711	22.468
	"2010"	"2010"	"41 years"	"41"	397	1635333	24.276
	"2010"	"2010"	"42 years"	"42"	391	1621572	24.112
	"2010"	"2010"	"43 years"	"43"	373	1634603	22.819
	"2010"	"2010"	"44 years"	"44"	440	1673880	26.286
	"2010"	"2010"	"45 years"	"45"	468	1802146	25.969
	"2010"	"2010"	"46 years"	"46"	461	1805235	25.537
	"2010"	"2010"	"47 years"	"47"	485	1814504	26.729
	"2010"	"2010"	"48 years"	"48"	490	1831354	26.756
	"2010"	"2010"	"49 years"	"49"	471	1852939	25.419
	"2010"	"2010"	"50 years"	"50"	472	1880027	25.106
	"2010"	"2010"	"51 years"	"51"	462	1798424	25.689
	"2010"	"2010"	"52 years"	"52"	401	1817458	22.064
	"2010"	"2010"	"53 years"	"53"	383	1765284	21.696
	"2010"	"2010"	"54 years"	"54"	334	1728429	19.324
	"2010"	"2010"	"55 years"	"55"	318	1718014	18.510
	"2010"	"2010"	"56 years"	"56"	296	1631637	18.141
	"2010"	"2010"	"57 years"	"57"	260	1595001	16.301
	"2010"	"2010"	"58 years"	"58"	228	1545165	14.756
	"2010"	"2010"	"59 years"	"59"	189	1469033	12.866
	"2010"	"2010"	"60 years"	"60"	158	1464428	10.789
	"2010"	"2010"	"61 years"	"61"	140	1420932	9.853
	"2010"	"2010"	"62 years"	"62"	122	1467645	8.313
	"2010"	"2010"	"63 years"	"63"	97	1447807	6.700
	"2010"	"2010"	"64 years"	"64"	65	1080597	6.015
	"2010"	"2010"	"65 years"	"65"	37	1089745	3.395
	"2010"	"2010"	"66 years"	"66"	27	1078707	2.503
	"2010"	"2010"	"67 years"	"67"	33	1085237	3.041
	"2010"	"2010"	"68 years"	"68"	24	940021	2.553
	"2010"	"2010"	"69 years"	"69"	26	857016	3.034
	"2010"	"2010"	"70 years"	"70"	16	812714	Unreliable
	"2010"	"2010"	"71 years"	"71"	17	779927	Unreliable
	"2010"	"2010"	"72 years"	"72"	14	739869	Unreliable
	"2010"	"2010"	"73 years"	"73"	13	684314	Unreliable
	"2010"	"2010"	"74 years"	"74"	11	658162	Unreliable
	"2010"	"2010"	"75 years"	"75"	10	629814	Unreliable
	"2010"	"2010"	"76 years"	"76"	8	567214	Unreliable
	"2010"	"2010"	"77 years"	"77"	8	555211	Unreliable
	"2010"	"2010"	"78 years"	"78"	15	535923	Unreliable
	"2010"	"2010"	"79 years"	"79"	13	516521	Unreliable
	"2010"	"2010"	"80 years"	"80"	11	485099	Unreliable
	"2010"	"2010"	"81 years"	"81"	8	444390	Unreliable
	"2010"	"2010"	"82 years"	"82"	6	416847	Unreliable
	"2010"	"2010"	"83 years"	"83"	4	378377	Unreliable
	"2010"	"2010"	"84 years"	"84"	12	336698	Unreliable
	"2010"	"2010"	"85 years"	"85"	12	Not Applicable	Not Applicable
	"2010"	"2010"	"86 years"	"86"	4	Not Applicable	Not Applicable
	"2010"	"2010"	"87 years"	"87"	12	Not Applicable	Not Applicable
	"2010"	"2010"	"88 years"	"88"	4	Not Applicable	Not Applicable
	"2010"	"2010"	"89 years"	"89"	1	Not Applicable	Not Applicable
	"2010"	"2010"	"90 years"	"90"	4	Not Applicable	Not Applicable
	"2010"	"2010"	"91 years"	"91"	4	Not Applicable	Not Applicable
	"2010"	"2010"	"92 years"	"92"	1	Not Applicable	Not Applicable
	"2010"	"2010"	"93 years"	"93"	5	Not Applicable	Not Applicable
	"2010"	"2010"	"94 years"	"94"	0	Not Applicable	Not Applicable
	"2010"	"2010"	"95 years"	"95"	0	Not Applicable	Not Applicable
	"2010"	"2010"	"96 years"	"96"	0	Not Applicable	Not Applicable
	"2010"	"2010"	"97 years"	"97"	0	Not Applicable	Not Applicable
	"2010"	"2010"	"98 years"	"98"	0	Not Applicable	Not Applicable
	"2010"	"2010"	"99 years"	"99"	0	Not Applicable	Not Applicable
	"2010"	"2010"	"100+ years"	"100"	1	Not Applicable	Not Applicable
	"2010"	"2010"	"Not Stated"	"NS"	3	Not Applicable	Not Applicable
	"2011"	"2011"	"< 1 year"	"0"	3	1530971	Unreliable
	"2011"	"2011"	"1 year"	"1"	1	1521887	Unreliable
	"2011"	"2011"	"2 years"	"2"	1	1527223	Unreliable
	"2011"	"2011"	"3 years"	"3"	0	1577875	Unreliable
	"2011"	"2011"	"4 years"	"4"	0	1591074	Unreliable
	"2011"	"2011"	"5 years"	"5"	1	1587243	Unreliable
	"2011"	"2011"	"6 years"	"6"	1	1584496	Unreliable
	"2011"	"2011"	"7 years"	"7"	0	1592851	Unreliable
	"2011"	"2011"	"8 years"	"8"	0	1581806	Unreliable
	"2011"	"2011"	"9 years"	"9"	0	1574477	Unreliable
	"2011"	"2011"	"10 years"	"10"	0	1611280	Unreliable
	"2011"	"2011"	"11 years"	"11"	2	1638271	Unreliable
	"2011"	"2011"	"12 years"	"12"	0	1615696	Unreliable
	"2011"	"2011"	"13 years"	"13"	3	1612889	Unreliable
	"2011"	"2011"	"14 years"	"14"	6	1615948	Unreliable
	"2011"	"2011"	"15 years"	"15"	16	1633879	Unreliable
	"2011"	"2011"	"16 years"	"16"	28	1664718	1.682
	"2011"	"2011"	"17 years"	"17"	62	1691907	3.665
	"2011"	"2011"	"18 years"	"18"	147	1716627	8.563
	"2011"	"2011"	"19 years"	"19"	215	1759120	12.222
	"2011"	"2011"	"20 years"	"20"	270	1779463	15.173
	"2011"	"2011"	"21 years"	"21"	325	1781923	18.239
	"2011"	"2011"	"22 years"	"22"	395	1718946	22.979
	"2011"	"2011"	"23 years"	"23"	407	1694060	24.025
	"2011"	"2011"	"24 years"	"24"	395	1676060	23.567
	"2011"	"2011"	"25 years"	"25"	448	1689945	26.510
	"2011"	"2011"	"26 years"	"26"	444	1705132	26.039
	"2011"	"2011"	"27 years"	"27"	467	1646675	28.360
	"2011"	"2011"	"28 years"	"28"	503	1674760	30.034
	"2011"	"2011"	"29 years"	"29"	534	1674811	31.884
	"2011"	"2011"	"30 years"	"30"	516	1660399	31.077
	"2011"	"2011"	"31 years"	"31"	480	1695858	28.304
	"2011"	"2011"	"32 years"	"32"	467	1585965	29.446
	"2011"	"2011"	"33 years"	"33"	438	1559177	28.092
	"2011"	"2011"	"34 years"	"34"	434	1540353	28.175
	"2011"	"2011"	"35 years"	"35"	386	1493834	25.840
	"2011"	"2011"	"36 years"	"36"	372	1546359	24.057
	"2011"	"2011"	"37 years"	"37"	375	1493251	25.113
	"2011"	"2011"	"38 years"	"38"	431	1511696	28.511
	"2011"	"2011"	"39 years"	"39"	434	1594907	27.212
	"2011"	"2011"	"40 years"	"40"	446	1704866	26.160
	"2011"	"2011"	"41 years"	"41"	462	1739425	26.561
	"2011"	"2011"	"42 years"	"42"	416	1654598	25.142
	"2011"	"2011"	"43 years"	"43"	375	1618070	23.176
	"2011"	"2011"	"44 years"	"44"	448	1627675	27.524
	"2011"	"2011"	"45 years"	"45"	456	1656938	27.521
	"2011"	"2011"	"46 years"	"46"	461	1765223	26.116
	"2011"	"2011"	"47 years"	"47"	491	1803698	27.222
	"2011"	"2011"	"48 years"	"48"	518	1805976	28.683
	"2011"	"2011"	"49 years"	"49"	546	1816732	30.054
	"2011"	"2011"	"50 years"	"50"	513	1845944	27.791
	"2011"	"2011"	"51 years"	"51"	531	1859479	28.556
	"2011"	"2011"	"52 years"	"52"	434	1801756	24.088
	"2011"	"2011"	"53 years"	"53"	416	1796662	23.154
	"2011"	"2011"	"54 years"	"54"	421	1778710	23.669
	"2011"	"2011"	"55 years"	"55"	358	1713559	20.892
	"2011"	"2011"	"56 years"	"56"	376	1704432	22.060
